Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
H2-DMb2,-2.1846137,0.9326368113000809,0.9990291469049655,Itgax,,0.6736447214591423,0.9990291469049655
Ncdn,,0.9327247563633111,0.9990291469049655,F13a1,,0.6734670382743648,0.9990291469049655
Trem3,-1.2572156,0.9328258942012061,0.9990291469049655,Slc46a3,,0.6732893733099274,0.9990291469049655
Casq2,0.8819616,0.9330369679629075,0.9990291469049655,Zfp444,,0.6715580965409436,0.9990291469049655
Atp6v0e2,,0.9334239487442346,0.9990291469049655,Rtl8a,,0.6712314072550405,0.9990291469049655
Padi4,-0.08527404,0.9335734682651321,0.9990291469049655,Mfsd4b4,,0.6699937788476189,0.9990291469049655
Npr3,-0.6044925,0.9337185923942882,0.9990291469049655,Mtmr14,,0.6699172123395368,0.9990291469049655
Fam214a,,0.9342067533315225,0.9990291469049655,Gtf2h2,,0.66975200156115,0.9990291469049655
Cbarp,-0.39161786,0.9342815189076283,0.9990291469049655,Wwp2,,0.6695545754914505,0.9990291469049655
Arg2,-0.4369198,0.9343211009179324,0.9990291469049655,Olfr56,,0.6695424889226805,0.9990291469049655
Hist1h2ap,-0.5518491,0.9343298969422761,0.9990291469049655,Psph,,0.6688335601113091,0.9990291469049655
Acad12,-4.051819,0.9349940198564217,0.9990291469049655,Cox15,,0.6683946555600964,0.9990291469049655
Gm12689,-0.8257344,0.935042401444783,0.9990291469049655,Ptgis,,0.6678310912177885,0.9990291469049655
Itgb4,,0.9353810792706279,0.9990291469049655,Trim72,,0.6675694999717547,0.9990291469049655
Cd72,,0.9356625866252507,0.9990291469049655,Nudt15,4.4123964,0.6663908288695051,0.9990291469049655
Pou3f1,,0.9356889783526916,0.9990291469049655,Sirt4,,0.6661978143977059,0.9990291469049655
Slc8a3,0.44287995,0.936071666327376,0.9990291469049655,Gosr2,,0.6659847199285981,0.9990291469049655
Mpzl2,-2.1094182,0.93614204733557,0.9990291469049655,Slc2a3,,0.664714754541984,0.9990291469049655
Zfp335os,-0.122442186,0.9361684403423226,0.9990291469049655,B4galt5,,0.6645460340050824,0.9990291469049655
Rdh5,,0.9371230343359784,0.9990291469049655,Gm6377,,0.6643532313449592,0.9990291469049655
Runx1,,0.9371582284771462,0.9990291469049655,Lurap1,,0.6643170833182919,0.9990291469049655
Prc1,,0.9371978220327111,0.9990291469049655,Fgr,,0.6629962087077645,0.9990291469049655
Rbm20,-1.1933372,0.9372418150543532,0.9990291469049655,Narf,,0.6626872189062984,0.9990291469049655
Moxd1,-0.43739116,0.937611363986776,0.9990291469049655,Ear2,,0.6625788854220872,0.9990291469049655
Csf2,-0.3215101,0.9376817557857112,0.9990291469049655,Cntnap2,,0.6624304398904307,0.9990291469049655
Dnaaf5,2.54994,0.9377697462191958,0.9990291469049655,Tsen54,,0.6620293021197683,0.9990291469049655
Mmp9,,0.9378489382590833,0.9990291469049655,Tk1,5.001541,0.6616683610304785,0.9990291469049655
Gzmb,-0.6314563,0.938592493397228,0.9990291469049655,Plek,,0.661299480284518,0.9990291469049655
Myl3,-0.33975464,0.9386496921723779,0.9990291469049655,Tbc1d1,,0.6611992551560215,0.9990291469049655
Cd33,,0.9387640906720015,0.9990291469049655,Actr3b,,0.6596165051859866,0.9990291469049655
Fam210a,,0.9406782511937706,0.9990291469049655,Cxcl16,,0.6589237797577717,0.9990291469049655
Ltf,-0.11100662,0.9408498824906724,0.9990291469049655,Rrp12,,0.6576632104340078,0.9990291469049655
Sapcd1,-0.74783254,0.9408718867019328,0.9990291469049655,Akr1c18,,0.6576352088205737,0.9990291469049655
Ebf4,,0.9410083138185268,0.9990291469049655,Sh3rf2,,0.6566474597127547,0.9990291469049655
Gm5483,-0.74592096,0.9419677531712516,0.9990291469049655,Chil3,3.6369846,0.6562077643579337,0.9990291469049655
Wfdc21,0.7736234,0.9425531406499859,0.9990291469049655,Sgf29,,0.6561438185857522,0.9990291469049655
Kcna6,-0.79974973,0.9425707467706917,0.9990291469049655,BC048679,,0.6558441063701549,0.9990291469049655
Adgrg6,,0.9426455730966299,0.9990291469049655,Adam22,,0.6556203573733449,0.9990291469049655
Prf1,-0.4483064,0.9432133893104111,0.9990291469049655,Pknox2,,0.6550890773946538,0.9990291469049655
Cd163,,0.9432530054753442,0.9990291469049655,Evi2a,,0.6544022674100636,0.9990291469049655
Gper1,-0.29699522,0.9433718548119762,0.9990291469049655,Ada,,0.6541148523519464,0.9990291469049655
Zfp651,,0.9437284103755119,0.9990291469049655,Usp2,,0.6541068693321286,0.9990291469049655
Il18rap,-1.0640235,0.9437372143595152,0.9990291469049655,Hilpda,,0.6538913427557306,0.9990291469049655
Rmdn2,,0.9451591472092015,0.9990291469049655,Tbx3os1,,0.6536519026299672,0.9990291469049655
Hs1bp3,,0.9461453583241536,0.9990291469049655,Zfp758,,0.6535561365604399,0.9990291469049655
Stk32c,,0.9461981934050735,0.9990291469049655,Grip2,,0.6530534583296911,0.9990291469049655
Abcb4,,0.9464139391056176,0.9990291469049655,A930016O22Rik,3.4524145,0.6525589128363765,0.9990291469049655
Ercc8,0.7182698,0.9475147433130997,0.9990291469049655,Twnk,,0.6519050710624517,0.9990291469049655
Tmsb15b1,0.18577623,0.94817087041132,0.9990291469049655,9430065F17Rik,,0.6505026071020685,0.9990291469049655
Il1r2,1.5734795,0.9485275717307516,0.9990291469049655,Clcn1,2.1960032,0.6502238552815507,0.9990291469049655
AC110211.1,-0.43227142,0.9485980324730491,0.9990291469049655,Afg3l2,,0.6499889453199177,0.9990291469049655
Dhrs9,0.6851416,0.9486684936173223,0.9990291469049655,Phkb,,0.6497421282642094,0.9990291469049655
Traf1,2.036652,0.9492498133238205,0.9990291469049655,Runx3,,0.6489820141620265,0.9990291469049655
Parp16,,0.9495404833264154,0.9990291469049655,Gm26782,,0.6488427658325947,0.9990291469049655
Pramef8,-2.084546,0.9507913212839275,0.9990291469049655,Fastkd2,1.7901771,0.6484927099834779,0.9990291469049655
Cd3e,-0.6133948,0.9508001304355163,0.9990291469049655,Col8a1,,0.6484211172155304,0.9990291469049655
Acod1,-0.18507306,0.9510820264550947,0.9990291469049655,Cxcl13,,0.6484171399348131,0.9990291469049655
Cd209d,0.62552184,0.9513463095337754,0.9990291469049655,Matn4,,0.6476735648548568,0.9990291469049655
Selp,-0.5537249,0.9515621446856523,0.9990291469049655,Ccpg1os,,0.6466085192429396,0.9990291469049655
Trac,-0.6075257,0.9515885737242608,0.9990291469049655,Napepld,,0.6459412475379864,0.9990291469049655
Gm26890,,0.9517339343876269,0.9990291469049655,Tesc,,0.6452067837720916,0.9990291469049655
Lrrc57,3.7266204,0.9521391907617558,0.9990291469049655,Gnpat,,0.6449686535696972,0.9990291469049655
Nrn1,,0.9521435957905311,0.9990291469049655,Myog,,0.6444885350966106,0.9990291469049655
Ankrd24,,0.9523462286926312,0.9990291469049655,2310075C17Rik,,0.6440244292771058,0.9990291469049655
Lilra6,-0.93488103,0.952742693269333,0.9990291469049655,Gm12184,,0.643834067020137,0.9990291469049655
Pfkl,,0.9538704783510509,0.9990291469049655,A830052D11Rik,11.946416,0.6436595888091914,0.9990291469049655
Il7,1.2214082,0.9544828692462244,0.9990291469049655,Rnls,,0.6429222389233116,0.9990291469049655
Kif23,0.04106402,0.9547472189644061,0.9990291469049655,C5ar1,,0.6421773178245971,0.9990291469049655
Trp53rkb,,0.9549058311866586,0.9990291469049655,Snhg9,,0.6412545905331823,0.9990291469049655
Gzma,-0.51128644,0.9552759333060403,0.9990291469049655,Dnaja4,,0.6412268776766348,0.9990291469049655
Tmem191c,,0.9552935574576538,0.9990291469049655,Slfn9,,0.6409854010919369,0.9990291469049655
Vsig4,-0.44777945,0.9553552421603788,0.9990291469049655,Dexi,,0.6409101948316578,0.9990291469049655
Retnlg,0.3343495,0.9553993028260584,0.9990291469049655,Plet1os,,0.6397904540742401,0.9990291469049655
Ganc,,0.9554037089001247,0.9990291469049655,Tmem56,,0.6392842680539078,0.9990291469049655
Olfr558,,0.9554698001745774,0.9990291469049655,Ruvbl2,,0.6373164875520276,0.9990291469049655
Klrd1,-0.32274702,0.9563378271577823,0.9990291469049655,Gm11967,,0.6371782856322421,0.9990291469049655
Zkscan5,0.42971954,0.9567299985233346,0.9990291469049655,Dgat1,,0.6363217155062983,0.9990291469049655
Zfp119a,-0.66805536,0.9574262386001455,0.9990291469049655,AI661453,,0.6361954421107225,0.9990291469049655
Ms4a1,-0.35875645,0.9576025070840287,0.9990291469049655,Dcakd,,0.6361559838423537,0.9990291469049655
Rnf166,,0.9576994556343988,0.9990291469049655,Mfn1,,0.6356273426918013,0.9990291469049655
Gm47320,-0.4329276,0.9583957407926429,0.9990291469049655,Primpol,,0.6340937576238903,0.9990291469049655
Phf11c,-0.87190276,0.9590083217209686,0.9990291469049655,Ppargc1b,,0.6335185752529529,0.9990291469049655
Mrgpra2b,-0.45144168,0.9599118124845858,0.9990291469049655,Iqcc,,0.6331877487264975,0.9990291469049655
Hmga1,1.1760097,0.960916730935556,0.9990291469049655,Gm4841,,0.6321130693318031,0.9990291469049655
Xcl1,-0.17418858,0.9609960692684424,0.9990291469049655,Sgsh,,0.6321130693318031,0.9990291469049655
Fam149b,,0.9612737564702585,0.9990291469049655,Hif1an,,0.6319596070545919,0.9990291469049655
Nefm,-0.41509438,0.9618379607746743,0.9990291469049655,Mlxipl,,0.6319399335501386,0.9990291469049655
Alas2,0.039013952,0.962322839128731,0.9990291469049655,Ptrhd1,,0.631727476309856,0.9990291469049655
Olfr78,0.45364812,0.9628121395933682,0.9990291469049655,Adap2os,,0.6316212590929,0.9990291469049655
Gdap1,0.16399066,0.9634998287433338,0.9990291469049655,Carns1,,0.6312593908740142,0.9990291469049655
Ly6g,-0.24080616,0.9642404474107386,0.9990291469049655,Cytl1,,0.6299581833407406,0.9990291469049655
Gm10827,-0.9826975,0.9643682954401721,0.9990291469049655,Klf5,,0.6283637071261163,0.9990291469049655
Ptprcap,,0.9644344240909198,0.9990291469049655,Fam89b,,0.6275592721604001,0.9990291469049655
Clec4b1,,0.9649017401691314,0.9990291469049655,Serpinb6b,,0.6272023232455992,0.9990291469049655
Il1f9,-0.32564002,0.9652279868509628,0.9990291469049655,Rasd2,,0.6257362192694871,0.9990291469049655
F10,,0.9652368044098842,0.9990291469049655,Cd300ld,,0.6256382703287062,0.9990291469049655
Erbb3,-0.16027838,0.9654131564795816,0.9990291469049655,Gpr19,,0.623238633059064,0.9990291469049655
Trem1,0.29906294,0.9655983279733731,0.9990291469049655,Ccr1,,0.6230665449192434,0.9990291469049655
Lat,-0.36590222,0.966127399572712,0.9990291469049655,6430571L13Rik,3.4312084,0.6228514636896341,0.9990291469049655
Mipol1,,0.9669959910081182,0.9990291469049655,Ucp2,,0.6228436431602005,0.9990291469049655
Olfr889,-0.40050614,0.9673795946760895,0.9990291469049655,Cytip,,0.6225855895619237,0.9990291469049655
Tfdp1,,0.9676309253156494,0.9990291469049655,Zfp825,,0.6220891623340117,0.9990291469049655
Gm4117,-0.72391766,0.9679880849074237,0.9990291469049655,Cfd,5.035835,0.6214913325638232,0.9990291469049655
Prkar2a,,0.9681512340223103,0.9990291469049655,Il12a,,0.6214366416521464,0.9990291469049655
Htr7,-1.6543906,0.9683672984141843,0.9990291469049655,Ube2t,,0.6212569576672574,0.9990291469049655
Acvr1b,3.2823842,0.9684422600731052,0.9990291469049655,Ap1ar,,0.6207609909015872,0.9990291469049655
Otud6b,,0.9687553382434606,0.9990291469049655,Habp4,,0.618096665280601,0.9990291469049655
Slco2a1,,0.9696593231959403,0.9990291469049655,Arhgap9,,0.6177771266624525,0.9990291469049655
Ell2,,0.9704442783787535,0.9990291469049655,Trmt10c,,0.6172940592840119,0.9990291469049655
Gfra3,-0.17813769,0.9709470175736248,0.9990291469049655,1110002E22Rik,4.9788804,0.6169669141222515,0.9990291469049655
Klrb1b,0.30070168,0.9715600221923606,0.9990291469049655,Uchl5,,0.616729392058546,0.9990291469049655
Gbp9,,0.9717717111617311,0.9990291469049655,Csf2rb2,,0.6166009132307493,0.9990291469049655
Cysltr2,-0.05155601,0.9722480185912684,0.9990291469049655,Gm32352,,0.6165035886012175,0.9990291469049655
Vps18,-2.006134,0.9722788907124942,0.9990291469049655,Ikzf1,,0.6159781520917298,0.9990291469049655
Rbm45,-1.0624363,0.9726273075205308,0.9990291469049655,Ube2g1,,0.614539076005998,0.9990291469049655
S100a3,-0.5380871,0.9727419774891923,0.9990291469049655,Kcne4,,0.6142786449345214,0.9990291469049655
Luzp2,-0.6455653,0.9727949022802951,0.9990291469049655,Ube2c,,0.6139716319721538,0.9990291469049655
Hdhd5,-1.0472585,0.9732447678177475,0.9990291469049655,Sirpb1b,,0.6133422727569533,0.9990291469049655
Gapt,-0.7137303,0.9735667356424674,0.9990291469049655,Itgbl1,,0.6127364923870721,0.9990291469049655
Sirt6,0.9667903,0.9736814101572875,0.9990291469049655,Ccl5,2.0950468,0.6116498579452563,0.9990291469049655
Stfa2l1,-0.23591053,0.9742988976062502,0.9990291469049655,Hdhd2,,0.61071138330881,0.9990291469049655
Hgf,,0.9746120578655875,0.9990291469049655,Lair1,,0.6105795826842544,0.9990291469049655
Slc26a10,,0.9746297008140048,0.9990291469049655,Repin1,,0.6098936480911071,0.9990291469049655
Rnf121,,0.9747928986742002,0.9990291469049655,Ramp3,,0.609885899373895,0.9990291469049655
Alox12,,0.9756441909520629,0.9990291469049655,Ccdc73,,0.6095372523748539,0.9990291469049655
Zfp777,,0.9760941079827775,0.9990291469049655,Ddx60,,0.6090221918618791,0.9990291469049655
Kank1,,0.9765925543522106,0.9990291469049655,AC123870.1,,0.6079887833026749,0.9990291469049655
Jaml,0.14575103,0.9769101532788185,0.9990291469049655,Slc25a46,,0.6079655696218645,0.9990291469049655
Adig,-0.51916206,0.9772321670385575,0.9990291469049655,Ears2,,0.6079578318160754,0.9990291469049655
Stk19,,0.9777306339923852,0.9990291469049655,Lrrc51,,0.6073234812255015,0.9990291469049655
Cd177,0.26818582,0.9779467860939338,0.9990291469049655,Btbd6,,0.6070721435660148,0.9990291469049655
Pitx2,0.30343577,0.9790540392567572,0.9990291469049655,Dnajc27,,0.606844046532361,0.9990291469049655
Ccdc51,-0.9127957,0.9791510912893863,0.9990291469049655,Iba57,,0.6066623695212363,0.9990291469049655
Dus3l,2.0665796,0.9794422492331964,0.9990291469049655,Hcn4,,0.6049936271088787,0.9990291469049655
Saa1,-0.8454189,0.9797334099157359,0.9990291469049655,Uros,,0.6047157035618054,0.9990291469049655
Smpd3,,0.9801480979636974,0.9990291469049655,Lepr,,0.6039439943670156,0.9990291469049655
Wfdc1,,0.9807921985067986,0.9990291469049655,Cd300lb,,0.603427196825626,0.9990291469049655
Usp40,-4.272245,0.9808186686628817,0.9990291469049655,Nhej1,,0.6030724957652287,0.9990291469049655
Tpsb2,-0.75097764,0.9810039603451719,0.9990291469049655,Pilrb2,,0.6028219483208983,0.9990291469049655
Stfa1,-0.26776737,0.9810392541154437,0.9990291469049655,Clu,,0.601392798427832,0.9990291469049655
Agtr1a,,0.9820980841710877,0.9990291469049655,Cdh19,,0.5993768781666693,0.9990291469049655
Ndc80,0.04753444,0.9830687061393014,0.9990291469049655,Barx2,,0.5984392129339737,0.9990291469049655
Nipal1,0.43184108,0.9840437652586004,0.9990291469049655,Rars,,0.5983316545922472,0.9990291469049655
Atg2b,,0.9841099466220362,0.9990291469049655,Kbtbd13,,0.5982049006686301,0.9990291469049655
Pars2,-0.25342906,0.9849526653887806,0.9990291469049655,Isl1,,0.5980666375650405,0.9990291469049655
Hdc,5.144044,0.9852085728835287,0.9990291469049655,Hscb,,0.5975866700475339,0.9990291469049655
Adgre4,-0.7096256,0.9853630005580122,0.9990291469049655,Mgme1,,0.597348671123672,0.9990291469049655
Zmynd19,,0.9859321815349938,0.9990291469049655,Sirpb1c,,0.5971260659922276,0.9990291469049655
Ckap2,-0.6952594,0.986368999714416,0.9990291469049655,Gm20498,,0.5969226839573194,0.9990291469049655
Epg5,,0.986708750019149,0.9990291469049655,Aagab,,0.596796065784819,0.9990291469049655
Cabp1,2.0961256,0.9874323820016007,0.9990291469049655,E430024P14Rik,,0.596021275650771,0.9990291469049655
Gm15545,-1.5628363,0.9884648990476151,0.9990291469049655,Lhpp,,0.5956838867335372,0.9990291469049655
Ccr5,,0.9884869615946327,0.9990291469049655,Lmod1,,0.5935427371709998,0.9990291469049655
Trmt10a,3.959209,0.988610512020151,0.9990291469049655,Alkbh4,,0.5934815039290388,0.9990291469049655
Ss18l1,1.0931147,0.9886766998606493,0.9990291469049655,Tmem42,,0.5933016480096341,0.9990291469049655
Ly6d,0.024934676,0.9887826005673528,0.9990291469049655,Klhl12,,0.5919286792512501,0.9990291469049655
Irs3,0.8641663,0.9892326807531805,0.9990291469049655,Scx,,0.5909657962375796,0.9990291469049655
F5,0.59354,0.9892988693082447,0.9990291469049655,Uckl1os,,0.5906870004625284,0.9990291469049655
Il18r1,0.4638446,0.9914919556539916,0.9990291469049655,Tmem69,,0.5898242632436848,0.9990291469049655
Nudt12,1.6432719,0.9915316701338245,0.9990291469049655,Csrp1,,0.5896105774554539,0.9990291469049655
Prkcq,1.9519593,0.9917611319806247,0.9990291469049655,Mmab,,0.5884054485424317,0.9990291469049655
Sugct,-1.9023151,0.991765544715187,0.9990291469049655,Rgs1,,0.5880624239533557,0.9990291469049655
Gm45605,-4.4382305,0.9924671726241564,0.9990291469049655,4430402I18Rik,,0.585287338106264,0.9990291469049655
Cd28,0.5009201,0.9924980620410171,0.9990291469049655,Ripor2,,0.5851770696701123,0.9990291469049655
Asb1,-3.5046554,0.9925377770220681,0.9990291469049655,Hacd4,,0.5848159131022825,0.9990291469049655
Slc9a5,-1.7556318,0.9930187710093843,0.9990291469049655,Ms4a4c,,0.5845460637736923,0.9990291469049655
Ccne1,-0.47969076,0.9930673118308574,0.9990291469049655,Ddx49,,0.5844510601935472,0.9990291469049655
Amn1,,0.9937336474423698,0.9990291469049655,Gmfg,,0.584306668510688,0.9990291469049655
Mns1,-0.1531832,0.9940028306437636,0.9990291469049655,Scin,,0.584306668510688,0.9990291469049655
Armc6,-2.991692,0.9942984916668401,0.9990291469049655,Ptx3,,0.5841812892023722,0.9990291469049655
Slamf9,,0.9946073920788234,0.9990291469049655,Zc3h8,,0.5840217336500754,0.9990291469049655
9330160F10Rik,-0.6280597,0.9949913122836466,0.9990291469049655,Ndor1,,0.5835811618458044,0.9990291469049655
Rab7b,,0.9951766534927252,0.9990291469049655,Dtwd1,,0.5833685274471576,0.9990291469049655
Cacna1h,-0.47707576,0.9951854792711573,0.9990291469049655,2900076A07Rik,,0.5828257142303774,0.9990291469049655
Socs7,,0.995450252893197,0.9990291469049655,Ccdc122,,0.58204038132931,0.9990291469049655
Sostdc1,-0.5922793,0.9957017882986673,0.9990291469049655,Napsa,,0.5816990865083773,0.9990291469049655
Rgs7bp,-1.8345082,0.9962534024907617,0.9990291469049655,Rars2,,0.5816194645130197,0.9990291469049655
Kctd3,2.2295582,0.9963151833966497,0.9990291469049655,Ppargc1a,,0.580289394673049,0.9990291469049655
Olfm4,-0.049417246,0.9966240882500736,0.9990291469049655,Srgn,,0.5799334357472526,0.9990291469049655
Arhgap44,-1.2227017,0.9967079339424002,0.9990291469049655,Asf1a,,0.5794261820116741,0.9990291469049655
Reep6,-0.3169626,0.9969991876764986,0.9990291469049655,Slc16a10,,0.579388335605838,0.9990291469049655
Prss34,0.0035463064,0.9977538013882831,0.9990291469049655,Prkcb,,0.579320214999118,0.9990291469049655
Tbx2,,0.9986540448790171,0.9990291469049655,Myod1,,0.5784425527367486,0.9990291469049655
Acsf3,0.038065515,0.9990291469049655,0.9990291469049655,Lbh,,0.577191453956393,0.9990291469049655
Hoxaas3,,0.9989982561406495,0.9990291469049655,Abhd11,,0.577108344554081,0.9990291469049655
Neu3,-0.29544312,0.9987820208350736,0.9990291469049655,Psd4,,0.5760888250395778,0.998587981047346
Ly75,-0.86363655,0.9984598745301392,0.9990291469049655,Hp,,0.5744669030477849,0.9966593344543573
Thumpd3,,0.9983363116276169,0.9990291469049655,Fcgr4,,0.5742596039035697,0.9966593344543573
Tcte2,0.71112937,0.997299267699135,0.9990291469049655,Mrpl10,,0.5741390097920607,0.9966593344543573
Abca8b,,0.9971889441147459,0.9990291469049655,Trub2,,0.574090021860068,0.9966593344543573
Gm42595,1.3075893,0.9970477300054383,0.9990291469049655,Tmem186,,0.5735776514412103,0.9966593344543573
Dedd,,0.9969374065466633,0.9990291469049655,Ddx20,3.8210485,0.5721471782995229,0.9966593344543573
Mtap,,0.9962975317069825,0.9990291469049655,Sephs2,,0.5716544347086074,0.9966593344543573
Rubcn,,0.9946735851309869,0.9990291469049655,Abcf2,,0.5709250937537137,0.9966593344543573
Sh2d2a,-0.10014579,0.9938219041526155,0.9990291469049655,Tm4sf1,,0.570136100678502,0.9957664873072989
Timd4,1.5732285,0.9936939319477095,0.9990291469049655,Npl,,0.5699971414943305,0.9957664873072989
Cyp2f2,0.49669182,0.99355713425298,0.9990291469049655,Ngp,1.1500155,0.5699483218316344,0.9957664873072989
Rabl3,0.5715859,0.9933894470150048,0.9990291469049655,L2hgdh,,0.5692575497787578,0.9956567067703261
Arv1,0.027730951,0.9928996254665986,0.9990291469049655,Mdk,,0.568180894229662,0.9950156689104684
Gm26624,-6.7847223,0.9924759981706808,0.9990291469049655,Metap1,,0.5680646587340701,0.9950156689104684
Frg2f1,4.4638724,0.9921671045978033,0.9990291469049655,Dio2,,0.567626065996539,0.994934358401457
Zbtb14,,0.9919685307751557,0.9990291469049655,Vrk3,,0.5669366414549742,0.9941711535191619
