0_names,0_logfoldchanges,0_pvals,0_pvals_adj,1_names,1_logfoldchanges,1_pvals,1_pvals_adj,2_names,2_logfoldchanges,2_pvals,2_pvals_adj,3_names,3_logfoldchanges,3_pvals,3_pvals_adj,4_names,4_logfoldchanges,4_pvals,4_pvals_adj,5_names,5_logfoldchanges,5_pvals,5_pvals_adj,6_names,6_logfoldchanges,6_pvals,6_pvals_adj,7_names,7_logfoldchanges,7_pvals,7_pvals_adj,8_names,8_logfoldchanges,8_pvals,8_pvals_adj,9_names,9_logfoldchanges,9_pvals,9_pvals_adj,10_names,10_logfoldchanges,10_pvals,10_pvals_adj,11_names,11_logfoldchanges,11_pvals,11_pvals_adj,12_names,12_logfoldchanges,12_pvals,12_pvals_adj,13_names,13_logfoldchanges,13_pvals,13_pvals_adj,14_names,14_logfoldchanges,14_pvals,14_pvals_adj,15_names,15_logfoldchanges,15_pvals,15_pvals_adj,16_names,16_logfoldchanges,16_pvals,16_pvals_adj,17_names,17_logfoldchanges,17_pvals,17_pvals_adj
Lrtm1,,0.5105772211539701,0.6543546966590172,Phf11c,1.5587603,0.8941143811237258,0.946876606419289,9830107B12Rik,1.7551388,0.8279468240915335,0.9448325037279933,Mrgpra2b,2.2489722,0.815332479838488,0.9444247783627825,Amot,-1.6009558,0.5381145304055928,0.6423909251803109,Tbc1d16,4.8124623,0.06249450080925648,0.10929556575845838,Pstk,,0.9362758754274111,0.9789328325925827,Fam107b,,0.17035659063093478,0.3134977265440913,Syt11,,0.14203910934260439,0.2700053783229498,Hsf4,2.2442038,0.8719499382189109,0.9971442321924543,Mcemp1,3.3065267,0.7771217333680154,0.9991633627226493,Uchl5,,0.6632680858049634,0.9939609951457249,Mirt1,2.6303551,0.8493628331634909,0.9995783364334992,Cldn11,1.5748866,0.9559316760440553,0.9999339464374115,Coch,2.090512,0.888808115143975,0.9843105952508031,Ccl24,,0.8164806531990301,0.9994566113593073,Ddx19b,5.42967,0.5815875044837209,0.8979619299997174,Pou3f1,,0.9855185083079111,0.9978952160707925
Grik2,,0.5103982162822859,0.6543395409527897,Tnfsf14,1.6232374,0.8940831610670996,0.946876606419289,Det1,,0.8268261699288115,0.9448325037279933,Stk32c,2.5418036,0.8149695660277587,0.9444247783627825,Zfyve19,,0.5367864406795826,0.6411297311015827,Tmem246,,0.0623288792000127,0.10905464156855149,Trmt10c,,0.9345612068406932,0.9777793540696267,Amacr,,0.169339142231266,0.3119027777379648,Timm8b,,0.14250907319164827,0.27076723906413175,Gm45871,3.1929085,0.8717509689209115,0.9971442321924543,Zfyve19,6.8464956,0.7762753014365975,0.9991633627226493,6030408B16Rik,,0.6631211084355839,0.9939609951457249,Icos,2.2593617,0.8493628331634909,0.9995783364334992,Myl6b,1.7844274,0.9556019158829103,0.9999339464374115,Pdzph1,2.1641145,0.888808115143975,0.9843105952508031,Mcpt4,3.0378535,0.8153356615408762,0.9994566113593073,Glt28d2,5.5493593,0.5815875044837209,0.8979619299997174,Car1,0.89616966,0.9846400295208932,0.9978952160707925
Cd209b,,0.5102148794702644,0.6543188198711059,Cdnf,1.9279422,0.8929905628027284,0.9466860950189271,Col11a1,,0.8267488964059185,0.9448325037279933,Pkhd1l1,2.032864,0.8149067580499108,0.9444247783627825,Ddah1,,0.5359427370221517,0.6403174214605316,Rdh5,,0.06200635123541412,0.10853884558828751,Adam11,1.920651,0.9337525057718461,0.9771944672703223,Tmem246,,0.16923117181498615,0.31185066218637275,D3Ertd751e,,0.14271148026697453,0.27102024927944607,Acvr1b,,0.8714098975816378,0.9971442321924543,6230400D17Rik,3.246786,0.7755137397611012,0.9991633627226493,Entpd6,3.7828119,0.6628124981717093,0.9939609951457249,Mpzl3,2.414273,0.8493628331634909,0.9995783364334992,1500002C15Rik,2.6868308,0.9550413410792875,0.9999339464374115,Rbm20,2.2422168,0.8884735724760147,0.9843105952508031,Igsf9b,3.7063663,0.8153356615408762,0.9994566113593073,Ncam1,,0.5803593053611686,0.8971272990456611,Calca,0.916558,0.9834586565714185,0.9978952160707925
Lockd,,0.5099486659317405,0.6543188198711059,Lockd,2.6087894,0.8926097618864317,0.9466513061347567,Gm45605,2.236311,0.8265814761959606,0.9448325037279933,Iba57,1.6174933,0.8132044185659281,0.9433556888758277,Pop7,,0.5356659417637011,0.6401821362024812,Ms4a6c,,0.0611012702576983,0.10700240348484615,1110002E22Rik,2.2541814,0.9333859170914759,0.9770720726119382,Btbd6,,0.16873517288713147,0.3110831213755217,Def8,,0.14328910945395087,0.27198524461821716,Myog,1.9427017,0.8713246334802422,0.9971442321924543,Prx,,0.775274033498935,0.9991633627226493,Gm29007,4.8800774,0.6625774049509076,0.9939609951457249,Fam81a,2.6498559,0.8493628331634909,0.9995783364334992,Wfdc21,2.654035,0.9550083667806808,0.9999339464374115,Nod2,3.4820662,0.8880052461255807,0.9843105952508031,Ip6k3,3.0285897,0.8153356615408762,0.9994566113593073,Tatdn3,5.897214,0.580118194836295,0.8971088955311176,Gtpbp1,5.9666047,0.983216328057262,0.9978952160707925
Snhg11,,0.5097043371768472,0.6543072403116366,Trmt10b,,0.8916734716659284,0.9460585438060297,Flad1,,0.826278851980405,0.9448325037279933,Psph,,0.8130370228601063,0.9433556888758277,Hdhd5,,0.5355372243243142,0.6401821362024812,H2-DMb1,,0.0611012702576983,0.10700240348484615,Neu3,2.6442297,0.9286862355076632,0.9729330636448055,Irf8,,0.16827465862747626,0.3103803081375787,1500015A07Rik,,0.14377552557512704,0.27277625162435637,Gm15543,2.2215433,0.8713246334802422,0.9971442321924543,Wipf3,3.3361058,0.7747382969573882,0.9991633627226493,Zfp105,4.977526,0.6624745621182107,0.9939609951457249,Gm26624,1.6701089,0.8492330895317977,0.9995783364334992,Pcdhb18,0.9297398,0.9543159243850012,0.9999339464374115,Tigar,,0.8876707512300169,0.9843105952508031,Zfp69,3.4290316,0.8153356615408762,0.9994566113593073,Ralgps2,6.244766,0.5791761226802457,0.8960060648895184,Kif23,4.2029767,0.9830951643795144,0.9978952160707925
Mpzl2,,0.5060033123564147,0.6501959831132657,Lrrc51,2.8006473,0.8908059774952185,0.9453944132094049,6030408B16Rik,,0.8261565218531439,0.9448325037279933,AC110211.1,2.0295064,0.8129951752679365,0.9433556888758277,Mfsd4b4,5.2724633,0.5326901345281574,0.6372094090902225,Gata3,,0.0611012702576983,0.10700240348484615,2900076A07Rik,,0.928406056200559,0.972899947515124,Zfp120,,0.1682058778487312,0.3103803081375787,Fastk,,0.14545221608364836,0.27582363069350757,Gm32352,1.9507116,0.8713246334802422,0.9971442321924543,Saa1,3.0653577,0.7747382969573882,0.9991633627226493,Vgll2,,0.6617695256520042,0.9939609951457249,Zcchc3,4.934831,0.849087132827464,0.9995783364334992,Perm1,3.5212185,0.9542499792803041,0.9999339464374115,D830030K20Rik,3.1002934,0.8869349329604456,0.9843105952508031,Clec4e,3.6432586,0.8153356615408762,0.9994566113593073,Spata7,6.5329423,0.5781910030452608,0.8951897096199174,Ggact,1.8328924,0.9830042918769529,0.9978952160707925
Otub2,,0.5052908630866609,0.6494937399412778,Stfa2l1,1.1591845,0.8882417092003841,0.9431844953364904,Abtb1,,0.8253646974468293,0.9448325037279933,2310020H05Rik,1.9037205,0.8129951752679365,0.9433556888758277,Gm15892,5.4841924,0.5314329225988836,0.6360686310335969,Gk,,0.0611012702576983,0.10700240348484615,Aen,,0.9282336425746955,0.972899947515124,Rasl12,,0.16802113408733743,0.31020505604615034,Ikbkap,,0.14559075062903706,0.27595263823828137,0610040J01Rik,2.0549593,0.8713246334802422,0.9971442321924543,1700047M11Rik,3.375108,0.7747382969573882,0.9991633627226493,Pank1,3.7089107,0.6610647889680943,0.9939609951457249,Zswim1,1.5416688,0.848503357790511,0.9995783364334992,Il5,1.2074865,0.9539037726296148,0.9999339464374115,Apol6,2.1357417,0.8866841080653166,0.9843105952508031,Nudt13,,0.8148820945147754,0.9994566113593073,Uros,5.5080414,0.5779721946311973,0.8951897096199174,Mtfp1,2.9796827,0.9827316756971229,0.9978952160707925
Sostdc1,,0.505269150375093,0.6494937399412778,Asprv1,1.3267463,0.8880857692616944,0.9431844953364904,Hist1h2ap,2.2364328,0.8226429546117208,0.9431237622584285,Smc2,,0.8108965087570698,0.9426340764108022,Rbks,4.7080536,0.5313431793447083,0.6360686310335969,Pabpc4,,0.06087258676454968,0.10684094376522306,Il5,1.2588998,0.9278457242473204,0.972899947515124,B230307C23Rik,,0.16753637095933716,0.3094560433859583,Ccdc15,,0.14599352010482947,0.27658210924022386,Trpm2,2.1687882,0.8713246334802422,0.9971442321924543,Zfp784,3.1516612,0.7747382969573882,0.9991633627226493,Ankrd39,,0.6609180066085165,0.9939609951457249,Vps37c,3.5944612,0.8480980073222546,0.9995783364334992,Mpi,2.4317505,0.953359751205419,0.9999339464374115,2310075C17Rik,2.1407208,0.8866841080653166,0.9843105952508031,Ccr5,5.5519285,0.8144069955996026,0.9994566113593073,Camk2b,7.2883654,0.5779721946311973,0.8951897096199174,Bves,3.9184191,0.9823681905996824,0.9978952160707925
Col9a2,,0.505269150375093,0.6494937399412778,Pcna-ps2,1.5365113,0.8875306582792422,0.9429410956853838,Mrm3,6.013637,0.822212045945368,0.9429059325608469,Mgat5,2.010616,0.8091753611663244,0.9409127639943534,Ly6i,5.5072885,0.5304077435733209,0.635255785907582,Oxnad1,,0.06048306165321417,0.10620489157051603,Kera,2.1316307,0.9272962026596338,0.972899947515124,Rapsn,,0.1660756133380017,0.30690271511092476,Cpt2,,0.14613244909992446,0.2766878894450658,Trbc1,2.1893623,0.8713246334802422,0.9971442321924543,Tbc1d19,,0.7746255239722386,0.9991633627226493,Ifrd2,,0.6607272090360143,0.9939609951457249,Shd,2.7705088,0.8472063778429002,0.9995783364334992,Heatr3,,0.9530959910490124,0.9999339464374115,Smim8,,0.8866673868089356,0.9843105952508031,Sema3a,5.0599303,0.8144069955996026,0.9994566113593073,F13a1,,0.5779721946311973,0.8951897096199174,Prf1,0.9263388,0.982277319894311,0.9978952160707925
Cd300lf,,0.505269150375093,0.6494937399412778,Dohh,,0.8873809748624901,0.9429410956853838,Itgb2l,1.9166019,0.8219033682206213,0.9428281896880163,Atmin,,0.8078450654300742,0.9400053919278933,Xylb,,0.5304077435733209,0.635255785907582,Ifitm1,,0.060344234119037006,0.10600867699367632,Trim23,5.6620684,0.9255078052418682,0.972899947515124,Rdh5,,0.1656588045679005,0.3062770718369214,Map2k6,2.900052,0.14628045240885534,0.2767238717874625,Aqp4,2.1654394,0.8713246334802422,0.9971442321924543,Fzd5,,0.7743999922682185,0.9991633627226493,Gm10638,3.7466373,0.6607125332127473,0.9939609951457249,Pcdhb7,2.6801736,0.8472063778429002,0.9995783364334992,Pcdhga8,,0.9525190336572273,0.9999339464374115,Mul1,6.658713,0.8862995319462663,0.9843105952508031,Pllp,6.675054,0.8143206213067923,0.9994566113593073,Me3,10.109658,0.5775346947123999,0.8951897096199174,Magix,,0.9818835495100685,0.9978952160707925
Cfap100,,0.505269150375093,0.6494937399412778,Gm44421,1.8493607,0.8872312954624642,0.9429410956853838,Krt19,1.8088386,0.8211317946196244,0.9422192448376459,Gm5150,1.8830001,0.8076013540620964,0.9400053919278933,Sh3gl3,,0.5304077435733209,0.635255785907582,Pf4,,0.059905614011516235,0.10528539436060823,Myh7,1.126423,0.92451680674368,0.9722081627068144,Fbp2,,0.1654506955591346,0.3060368725985127,Foxf1,,0.1478301116108173,0.279520317316299,Dnase1l3,2.2448695,0.8713246334802422,0.9971442321924543,Tbc1d7,8.744874,0.7740335438588046,0.9991633627226493,Dhx58os,5.332975,0.660536433511139,0.9939609951457249,Mefv,2.5087268,0.8472063778429002,0.9995783364334992,Art5,0.8606647,0.9521728711475679,0.9999339464374115,Tnfsf10,,0.8861490529224255,0.9843105952508031,5033430I15Rik,3.47394,0.813759243471246,0.9994566113593073,Fsd2,,0.5767694452610599,0.8947584656170386,Hist1h4i,6.6970515,0.9807325540475464,0.9978952160707925
Sar1b,,0.5036594392272057,0.6488884282867949,Cntn1,3.1619506,0.8853357062934393,0.9418874570352056,Lpin1,,0.8199169173310418,0.9416534079911084,Zfp691,3.4038794,0.8075595768446451,0.9400053919278933,Lsm2,,0.5296587175834977,0.634941568337461,Nav2,,0.05973386546424884,0.10503070504360734,Gzma,1.202202,0.9244198675033224,0.9722081627068144,Speg,,0.16499693739673116,0.30534185010439985,1700066M21Rik,,0.1481152696432462,0.27992427106888734,Def8,,0.8709409635425496,0.9971442321924543,Metrn,,0.7734557852282489,0.9991633627226493,Neto2,4.1708565,0.660536433511139,0.9939609951457249,Smco3,2.9149587,0.8472063778429002,0.9995783364334992,Nup43,3.5593991,0.9517443015021331,0.9999339464374115,Tsacc,3.6752224,0.885981858821972,0.9843105952508031,Gm47708,3.800721,0.813759243471246,0.9994566113593073,Nudt1,5.1714177,0.5767694452610599,0.8947584656170386,Gfm2,5.5479474,0.9804902442438989,0.9978952160707925
Rsph1,5.666484,0.5035467308831483,0.6488884282867949,Fzd3,,0.8844130904359414,0.9414337009677736,Alg3,4.4899073,0.8196727083601332,0.9416492458237632,Homer2,5.70278,0.8073646237553422,0.9400053919278933,4930524J08Rik,5.1959925,0.5281686708870388,0.6333493191948131,Ighm,,0.05927394678796942,0.10426886639465723,Ppip5k1,,0.9241721389915031,0.9722081627068144,Tmem143,,0.16457371186316694,0.30470270020455786,Rbfa,,0.14864142146788437,0.2806476235529664,Cfap54,2.3709586,0.8703157887540713,0.9971442321924543,Blcap,,0.77286406505081,0.9991633627226493,Thop1,4.2688603,0.6596708835169588,0.9939609951457249,Cfd,2.2257893,0.8472063778429002,0.9995783364334992,Vsig4,1.1831858,0.951711335182809,0.9999339464374115,Cldn19,,0.8851459645980394,0.9843105952508031,Mreg,3.2394676,0.813759243471246,0.9994566113593073,Ptges3l,,0.5757862560943241,0.8939418509929332,Ctsg,0.9130245,0.9799147657155324,0.9978952160707925
Cxcr2,,0.5025372854325494,0.6481943689641206,Hscb,,0.8821508541274308,0.9400153505234677,Tbrg4,,0.8169105150232605,0.9397489881396752,S100a5,2.1075444,0.8068494482145946,0.9400053919278933,Cdk5rap1,,0.5280536489138894,0.6333493191948131,Coro6,,0.05909344214743171,0.10399808118932001,Sec14l5,1.7753218,0.9241075153707761,0.9722081627068144,Slfn9,,0.16422727740749898,0.30420518872359253,Sorcs1,,0.14878227239311778,0.2807781167534537,B3galnt2,4.794238,0.8698043423648496,0.9971442321924543,Apool,,0.7713994220488862,0.9991633627226493,Rabl2,,0.6595388904697734,0.9939609951457249,Tnip3,3.736441,0.8470767025457072,0.9995783364334992,Tmem191c,3.1111157,0.9511179556201772,0.9999339464374115,S100a5,2.0037594,0.8845609146295924,0.9843105952508031,Hist1h4h,,0.8134354151346355,0.9994566113593073,Sh2b1,,0.5750439273479077,0.8931436236665519,Stfa2l1,0.92967564,0.9799147657155324,0.9978952160707925
Ltc4s,,0.5020827351076271,0.6479234504488139,Ms4a1,1.2762744,0.8817147201690275,0.9398233700276617,Ccl5,1.7517587,0.8163776080683218,0.9395183645925939,Top1mt,3.8500917,0.8064387601662113,0.9400053919278933,Dmkn,5.2340555,0.5274020989245662,0.6328178464717205,Zcchc3,,0.058853479263324356,0.10362236519867365,Wnt6,2.0588,0.923665934056425,0.9722081627068144,Nckap1l,,0.16417662579644543,0.30420518872359253,Fastkd2,,0.14986704056456918,0.2826820698660964,Klrb1b,2.1156785,0.8688242225101149,0.9971442321924543,Zfp605,3.576598,0.770836314395335,0.9991633627226493,Rars2,2.762685,0.6589963637808928,0.9939609951457249,Sdcbp2,2.9767644,0.8470118664495937,0.9995783364334992,Hist1h2ae,2.0601408,0.9508212759816308,0.9999339464374115,Hs3st5,2.1242018,0.8845609146295924,0.9843105952508031,Map3k7,,0.8134354151346355,0.9994566113593073,Mrpl45,,0.5748693275455947,0.8931436236665519,Gm5483,0.9913654,0.9799147657155324,0.9978952160707925
Fcgr4,,0.500845730656163,0.6465403000620785,Pard6g,,0.8814966666308036,0.9398233700276617,Cd3e,1.7755839,0.8158704622283133,0.9392108791651818,Limk2,,0.8063204362207237,0.9400053919278933,Zfp605,7.5697036,0.5269743432615726,0.6324984911149325,Pecr,4.177037,0.058569210979444154,0.10316826812490748,Cep76,2.0827687,0.922050594140569,0.9711803082524723,Oas2,,0.16354447331898292,0.30322741287091387,Dcun1d2,8.492732,0.14993560987276858,0.2826820698660964,Coch,2.1239974,0.8688242225101149,0.9971442321924543,Gm3604,3.7156544,0.769977807798539,0.9991633627226493,Pex11a,4.6861887,0.6584979838919802,0.9939609951457249,Ncapg2,6.8106294,0.8452292810965635,0.9995783364334992,Igfn1,1.1972476,0.9495192631701206,0.9999339464374115,Moxd1,2.0762365,0.8845609146295924,0.9843105952508031,Got2,,0.8123777984156352,0.9994566113593073,Klhl33,6.524596,0.5746947528206252,0.8931436236665519,Mrpl22,,0.9797330378113829,0.9978952160707925
Ccdc124,,0.5003401493370425,0.6461007405163921,Apln,1.5789925,0.8809546867845072,0.9396312679955404,Gm15655,3.4474978,0.8151387675028579,0.9386446413669272,Ppargc1a,4.1823773,0.8062438760299366,0.9400053919278933,Usp20,7.0787563,0.5263745070852646,0.6319723376477686,Satb1,,0.05855466391093795,0.10316826812490748,Igfn1,1.2480525,0.9209954119404453,0.9708518273226198,Map2k6,,0.16325430002130814,0.30283285795421805,Cmbl,,0.1505217083173344,0.28365044119116367,Trp53inp2,,0.8685117628282106,0.9971442321924543,Mx1,3.298612,0.769977807798539,0.9991633627226493,1700084E18Rik,4.052616,0.6564620691129741,0.9939609951457249,Gm16365,2.5753245,0.8450672670234413,0.9995783364334992,Gfra3,1.2002689,0.9495192631701206,0.9999339464374115,Akr1c18,2.31643,0.8845609146295924,0.9843105952508031,Chrdl2,4.1523156,0.8121835794220783,0.9994566113593073,Bysl,6.0220194,0.5744547535348024,0.8931436236665519,Tfeb,,0.9792181478261415,0.9978952160707925
Scube2,,0.4986395859817535,0.6443299239130351,Tefm,,0.8800888807554621,0.9391133803917335,Pigw,2.1018183,0.8147408958986672,0.9384625857997008,Gm12355,1.8141543,0.8059654909939651,0.9400053919278933,Sell,,0.5263043362935107,0.6319723376477686,2900093K20Rik,,0.05843113494575615,0.10301777575571601,Gfra3,1.251327,0.9209954119404453,0.9708518273226198,Slc1a1,,0.16290996135744096,0.302337405762458,Stmnd1,,0.15112795000062024,0.284655821127251,Ptcd2,,0.8666658309501291,0.9971442321924543,Dhrs9,2.9496229,0.769977807798539,0.9991633627226493,Hgf,5.2864695,0.6564327939373892,0.9939609951457249,Kcng4,2.678445,0.8450510659764008,0.9995783364334992,Gzmb,1.1671484,0.9495192631701206,0.9999339464374115,Cthrc1,1.8295869,0.8844271977481797,0.9843105952508031,Amigo2,1.0727483,0.8108890819615452,0.9994566113593073,C1qc,,0.57316829488043,0.8920002807801204,Trdc,0.9723553,0.9787335533923723,0.9978952160707925
Cadm2,,0.4986395859817535,0.6443299239130351,Slc25a29,,0.8786067548812132,0.9380433274972909,Arg1,1.9340757,0.8146510605321552,0.9384625857997008,Ak5,2.1522822,0.8045808915363398,0.9397581645697505,Cx3cr1,4.4490623,0.5263043362935107,0.6319723376477686,Wfdc17,,0.05811964527908996,0.10251477765766474,Sh2d2a,1.5482838,0.9209308134475713,0.9708518273226198,Klhl40,,0.1628847873678284,0.302337405762458,Mlf1,,0.15120616162152495,0.28466614554432357,Phf7,2.135358,0.8665238661731014,0.9971442321924543,Hemk1,3.570274,0.7698511667234087,0.9991633627226493,Cpeb3,,0.6563449715758347,0.9939609951457249,Hcn4,2.4929402,0.8450510659764008,0.9995783364334992,Fan1,2.7529993,0.9494698222798132,0.9999339464374115,Tnfrsf21,,0.8843937690420464,0.9843105952508031,Slc16a12,3.5092008,0.8106086755282157,0.9994566113593073,Cacna1g,5.8223953,0.5719702858329758,0.8904899358592949,Uqcrfs1,,0.9786729796363124,0.9978952160707925
Nme5,,0.49741140098525927,0.6431675663879435,Ppargc1b,,0.8768698467052279,0.9364443601648738,Cd3d,2.032198,0.8144457317052995,0.9384625857997008,Cpeb2,,0.803634984807797,0.9392138938601725,Cd72,5.741361,0.5262469273825463,0.6319723376477686,Plvap,,0.05811097237222226,0.10251477765766474,Tmem79,1.9222189,0.9204140443213354,0.9708518273226198,Nmrk2,,0.16287220147328307,0.302337405762458,Primpol,,0.15184219761228634,0.28572613531465807,Usp50,,0.8664102974513888,0.9971442321924543,Gtf2h2,6.4772015,0.7698089543954711,0.9991633627226493,Runx3,5.144809,0.6544287021373196,0.9939609951457249,Il18rap,2.8821647,0.8450510659764008,0.9995783364334992,Chn1,4.198241,0.9490907819311193,0.9999339464374115,Susd5,3.8289118,0.8841263468068986,0.9843105952508031,Star,3.8016574,0.8106086755282157,0.9994566113593073,Fbxl12,5.439878,0.5717961291648626,0.8904899358592949,Ndufs6,,0.9784306858453371,0.9978952160707925
Prx,,0.49730374236799246,0.6431675663879435,4933434E20Rik,,0.876614651887207,0.9364273328292926,Cnn1,1.8533448,0.8132396827159487,0.9378373948586397,Tcte2,2.4574962,0.8036280306743773,0.9392138938601725,Slc25a27,5.194549,0.5257558930795037,0.6319723376477686,Csf1r,,0.058064735029240505,0.10251031705207367,Zfp105,1.9115323,0.9201126111696902,0.9708518273226198,Tigar,,0.16283864267367232,0.302337405762458,Cdc7,,0.15295319677675565,0.2876784296896788,Apol6,2.1706216,0.8663251227198941,0.9971442321924543,Echdc2,5.1753697,0.7695556947556936,0.9991633627226493,Fcgr1,6.443636,0.6523978958716337,0.9939609951457249,Cd69,2.6366656,0.8450510659764008,0.9995783364334992,2810032G03Rik,1.9340173,0.948744711671567,0.9999339464374115,Tspan8,,0.8838589377733238,0.9843105952508031,Hhatl,3.3186903,0.8106086755282157,0.9994566113593073,Kat8,,0.5715567049191079,0.8904899358592949,Gm16124,5.1307297,0.9780369626891856,0.9978952160707925
Mefv,,0.4972176244108335,0.6431675663879435,Thyn1,,0.8759238230390846,0.9359448111861799,Ppp1r3b,2.7515128,0.8132011990661363,0.9378373948586397,Cdh6,2.5970633,0.8032803438331759,0.9392138938601725,Ppp1r3b,5.90553,0.5252714656821265,0.6319723376477686,Grk3,,0.05753376603746091,0.10161875463475722,A2m,1.3940239,0.9175724206359922,0.9707452838791502,Kif26a,,0.16280928300233366,0.302337405762458,Sdcbp2,,0.15404703169107592,0.28959658119062015,2310075C17Rik,2.1758432,0.8663251227198941,0.9971442321924543,Sirt6,3.8002703,0.7694712803368199,0.9991633627226493,Hoxaas3,5.0793223,0.6523978958716337,0.9939609951457249,Nmnat3,3.3533409,0.8449700617242922,0.9995783364334992,Eef1akmt1,,0.9480196435094442,0.9999339464374115,Neu3,2.579099,0.8832907375474166,0.9843105952508031,Tac1,3.255073,0.8106086755282157,0.9994566113593073,Sypl2,,0.570773468218627,0.8896883132647176,Mllt3,,0.9772192471870164,0.9978952160707925
Il1rn,,0.49692057844891113,0.6431675663879435,Ccdc3,,0.8753948738362894,0.9356350453837349,Tmem69,2.9622197,0.8117519774922981,0.9372263244557093,Gm20498,2.5682175,0.8031899516279295,0.9392138938601725,Prtn3,2.6977005,0.5244370022817116,0.6315835159786521,Cdkl5,,0.05739343029756612,0.1014166529050446,Asprv1,1.2670413,0.9175724206359922,0.9707452838791502,Pirb,,0.16268769261104887,0.302337405762458,Hba-a2,,0.15497794066157577,0.2912067497596772,Gm15417,,0.8662115588261325,0.9971442321924543,Relt,3.9031725,0.7688945216449644,0.9991633627226493,Cyb5d2,,0.6522664933919787,0.9939609951457249,Mul1,3.4173315,0.844354483034059,0.9995783364334992,Asprv1,1.2150017,0.9473275731370651,0.9999339464374115,Gm43573,2.4874794,0.8824385498679981,0.9843105952508031,Lyrm9,3.0702987,0.8100695007195462,0.9994566113593073,Zfp248,5.8981,0.570773468218627,0.8896883132647176,Neurl2,8.3264885,0.9771889618821268,0.9978952160707925
Rfc4,,0.4964386182946774,0.6427590975869558,Jmjd4,3.6960628,0.8751895320738994,0.9356350453837349,Adra2c,1.9917737,0.8115596513107189,0.9372263244557093,Mpzl2,3.1328065,0.8024321514392132,0.9391654699816927,Ndor1,,0.524271464403214,0.6315784892810649,Foxs1,,0.056674777018555014,0.10019199514481678,Sytl3,2.1455333,0.917174246046157,0.9707452838791502,Slc25a22,,0.16221038042358915,0.30189796908127814,Pdk4,,0.15796748647162684,0.29653944462827214,Pnpo,3.3701768,0.8659560501672021,0.9971442321924543,Sh3tc2,6.9143596,0.7682475787580354,0.9991633627226493,Gm14698,4.211374,0.6503696631657161,0.9939609951457249,Mns1,3.294627,0.8443220867851271,0.9995783364334992,Ighg3,1.5737154,0.9473275731370651,0.9999339464374115,Haghl,7.417931,0.8816700266740021,0.9843105952508031,St3gal3,,0.809638225745369,0.9994566113593073,Anxa8,,0.5695778445585781,0.8885323569558687,Ly6d,1.0588691,0.9763712712226411,0.9978952160707925
